,Age,Screen_time,Physical_Activities,Time_to_sleep,Sleep_hours,Screen_addiction,Restlessness_decrease_screen,Stress_excessive_screen,Isolation_during_screen,Asthenopia,Headache,Sleepdepr,B/Npain,Obesity,None,Gender,Screen_Affect,Screen_Before_bed,Drowsiness,Low_intr_otherAct
326,20,2,3,2,7,2,3,2,2,1,0,0,0,0,0,1,0,1,0,1
327,19,3,2,2,8,4,4,3,4,0,0,0,0,0,1,1,0,1,0,1
328,20,2,2,3,10,2,3,4,2,1,0,0,0,0,0,1,0,0,1,1
329,20,4,4,1,10,1,1,1,2,1,0,0,0,0,0,1,0,0,0,0
330,21,2,4,3,6,3,3,3,3,0,1,0,0,0,0,1,1,1,1,1
331,20,3,4,2,6,2,3,3,4,0,1,0,0,0,0,1,1,1,1,1
332,20,2,3,2,6,3,3,2,3,1,0,0,0,0,0,1,0,0,1,1
333,21,3,5,2,7,2,2,3,2,0,0,0,1,0,0,0,0,1,0,0
334,20,3,4,3,6,3,2,3,4,0,1,0,0,0,0,1,1,1,1,1
335,21,3,4,4,8,3,3,4,4,0,0,0,0,0,1,0,0,0,0,1
336,20,3,3,2,7,3,3,2,3,0,1,0,0,0,0,0,0,0,1,1
337,20,3,2,3,8,3,3,5,2,1,1,0,1,0,0,1,1,0,1,1
338,20,2,3,2,8,2,2,2,3,0,0,0,0,0,1,0,0,1,0,1
339,21,3,3,3,8,3,4,4,3,0,1,0,0,0,0,0,1,1,1,1
340,21,4,4,2,8,3,3,2,2,1,1,0,0,0,0,1,0,0,0,0
341,20,5,3,1,8,2,5,4,5,1,1,0,1,0,0,1,1,0,1,1
342,20,2,3,2,8,2,2,2,3,0,0,0,0,0,1,0,0,0,0,1
343,20,5,1,2,8,3,5,3,5,1,1,0,1,0,0,1,1,0,1,0
344,20,3,5,1,7,1,5,1,1,0,0,0,0,0,1,0,0,0,0,1
345,20,3,4,1,8,2,1,5,1,1,0,0,0,0,0,0,0,0,1,1
346,20,4,3,1,7,3,2,3,2,0,0,0,0,0,1,1,0,0,0,1
347,20,5,2,1,10,5,5,4,5,1,0,0,0,0,0,1,0,1,1,1
348,21,5,1,4,6,4,4,3,4,0,0,0,0,0,1,0,0,1,1,1
349,21,3,5,1,8,3,3,3,3,0,0,0,0,0,1,1,0,0,0,1
350,20,4,4,2,7,5,3,2,2,0,1,0,0,0,0,1,1,1,1,1
351,20,3,3,3,7,2,4,3,2,0,0,1,0,0,0,0,1,1,0,1
352,20,3,2,2,8,2,1,5,3,1,0,0,0,0,0,1,1,0,1,0
353,20,2,3,3,7,2,2,1,3,0,0,0,0,0,1,0,0,0,0,1
354,20,2,5,2,8,2,2,4,3,0,1,0,0,0,0,0,1,0,1,0
355,20,2,5,2,8,2,2,4,3,0,1,0,0,0,0,0,1,0,1,0
356,19,1,2,1,6,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1
357,21,5,5,2,8,3,3,3,3,1,1,0,0,0,0,1,1,0,0,1
358,20,3,2,1,8,2,1,5,3,1,1,0,1,0,0,1,1,0,1,0
359,19,3,4,1,10,3,1,3,2,0,1,0,0,0,0,0,1,1,0,1
360,20,4,3,1,8,1,3,5,2,0,1,0,1,1,0,1,1,0,1,1
361,20,2,3,2,8,2,2,2,3,0,0,0,0,0,1,0,0,0,0,1
362,20,3,4,2,10,2,3,2,3,0,1,0,0,0,0,0,1,1,0,1
363,19,3,2,1,8,3,1,3,2,0,0,1,0,0,0,0,1,1,1,0
364,20,3,5,1,8,3,3,4,3,0,0,0,1,0,0,1,1,0,0,1
365,20,4,2,2,8,2,2,4,3,0,1,0,0,0,0,1,1,0,1,1
366,20,2,2,3,8,1,5,3,1,0,0,1,0,1,0,1,1,0,1,1
367,19,3,3,1,7,2,2,1,1,0,0,0,0,0,1,1,0,0,1,0
368,22,2,3,1,7,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1
369,19,4,5,1,8,3,3,2,3,0,1,0,0,0,0,1,1,0,0,0
370,20,3,1,2,8,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1
371,20,1,1,2,6,1,1,1,3,0,0,0,0,0,1,1,0,0,0,0
372,22,3,3,2,7,3,4,3,3,0,1,0,0,0,0,0,0,1,1,0
373,20,4,2,1,8,2,2,1,3,0,1,0,0,0,0,1,1,0,1,1
374,21,2,4,2,6,3,3,3,3,0,1,0,0,0,0,1,1,1,1,1
375,20,3,3,3,8,2,2,1,4,0,0,1,0,0,0,1,1,0,1,1
376,20,3,2,1,7,3,3,4,2,0,0,0,1,0,0,1,0,1,1,1
377,19,2,3,1,9,2,1,1,1,0,1,0,0,0,0,1,1,0,1,0
378,20,4,1,2,8,4,3,2,4,0,0,0,0,0,1,0,0,1,1,1
379,20,4,3,1,8,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1
380,20,3,5,1,6,5,3,3,3,1,1,0,0,0,0,0,0,1,0,1
381,20,4,4,4,8,3,3,3,3,0,0,0,0,0,1,1,0,1,0,1
382,18,1,5,4,8,3,2,1,2,0,0,0,0,0,1,0,0,0,0,1
383,18,2,1,1,8,2,2,2,1,0,0,0,1,0,0,0,0,0,0,1
384,17,2,3,1,9,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1
385,19,3,2,2,10,2,5,1,4,0,1,0,0,0,0,1,1,1,0,1
386,19,2,3,1,9,2,2,3,3,0,0,0,1,0,0,1,0,1,0,1
387,19,2,1,2,5,2,5,1,3,0,1,0,0,0,0,1,1,1,1,1
388,19,2,1,2,7,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0
389,19,3,1,1,8,2,2,1,1,0,0,0,0,0,1,1,0,1,1,1
390,19,2,4,1,7,2,3,2,1,1,1,0,0,0,0,1,1,0,0,1
391,19,3,1,1,8,2,1,1,1,0,0,0,0,0,1,1,0,1,1,1
392,18,2,1,2,7,2,2,3,2,1,0,0,0,0,0,1,1,0,1,1
393,18,2,1,2,6,2,3,3,2,0,0,0,0,0,1,1,0,1,0,0
394,18,1,2,2,7,1,3,3,3,1,0,0,0,0,0,1,0,1,0,1
395,19,3,2,2,7,2,2,2,1,0,1,0,0,0,0,1,0,0,0,0
396,20,2,4,2,8,4,3,5,3,0,1,0,0,0,0,0,1,1,0,1
397,19,3,4,1,8,2,2,3,3,0,0,0,0,0,1,1,0,1,0,1
398,19,4,4,4,8,3,3,3,3,0,0,0,1,0,0,1,0,1,1,0
399,17,2,5,3,6,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1
400,18,2,3,2,6,2,3,2,2,0,1,0,0,0,0,1,0,1,0,0
401,18,3,3,1,7,3,1,2,2,0,0,0,0,0,1,1,0,1,0,1
402,19,3,2,1,7,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1
403,18,2,1,3,8,2,2,2,2,0,0,0,0,0,1,1,0,0,0,0
404,18,2,4,4,8,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1
405,19,4,1,2,6,3,3,3,2,1,1,1,1,0,0,0,1,1,1,1
406,19,3,4,2,8,2,2,2,4,0,1,0,0,0,0,0,1,0,0,1
407,18,3,3,2,7,2,2,2,2,0,0,0,0,0,1,1,0,1,0,1
408,19,3,1,1,10,2,1,1,1,1,0,0,0,0,0,1,0,1,0,0
409,17,2,4,2,6,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1
410,18,3,3,4,9,2,2,2,1,0,0,0,1,0,0,0,0,1,0,1
411,18,2,2,2,8,2,2,2,2,0,0,0,0,0,1,1,0,0,0,0
412,19,3,1,4,7,2,2,1,2,0,0,0,0,0,1,0,0,1,0,1
413,18,2,1,1,8,2,2,2,1,0,0,0,0,0,1,1,0,1,1,0
414,18,2,3,2,8,2,2,2,2,0,0,0,0,0,1,0,0,1,0,0
415,19,2,3,1,8,3,4,1,1,0,0,0,0,0,1,1,0,1,0,0
416,18,1,2,1,8,1,1,1,2,0,0,0,0,0,1,1,0,1,0,1
417,19,3,4,1,7,3,3,3,3,1,1,0,1,0,0,0,1,0,0,1
418,19,2,3,1,8,2,3,1,1,0,0,0,0,0,1,1,0,1,0,0
419,19,2,1,3,8,2,1,2,1,0,1,0,1,0,0,0,0,1,0,1
420,18,3,2,1,8,2,3,3,2,0,1,0,0,0,0,1,1,1,0,1
421,18,4,1,1,7,2,2,1,1,1,0,0,0,0,0,1,0,0,0,1
422,18,2,3,2,11,1,2,2,2,1,0,0,0,0,0,1,0,0,0,1
423,18,3,3,3,9,1,3,2,3,1,0,0,0,0,0,1,0,1,0,1
424,17,3,3,2,7,3,3,2,3,0,0,0,0,0,1,0,0,0,0,1
425,19,2,3,2,11,2,2,1,2,1,0,0,0,0,0,1,0,0,0,1
426,19,4,1,2,8,3,3,1,3,0,1,0,0,0,0,1,0,1,0,1
427,19,1,2,2,7,1,1,2,1,0,0,0,0,0,1,1,1,0,1,1
428,20,4,1,1,6,2,2,1,1,0,0,1,0,0,0,1,0,1,0,1
429,17,2,5,1,7,2,2,2,4,1,0,0,0,0,0,1,0,0,1,1
430,20,3,3,3,7,3,2,1,1,0,0,0,1,0,0,1,1,0,0,1
431,17,2,5,1,7,2,2,2,3,1,0,0,0,0,0,1,0,0,1,1
432,19,2,3,4,8,3,1,3,3,0,0,0,0,0,1,1,0,0,0,1
433,19,3,1,1,7,1,2,1,1,0,1,0,0,0,0,1,0,1,0,1
434,20,3,3,3,7,3,2,1,1,0,0,0,1,0,0,1,0,0,0,1
435,19,2,2,1,8,2,1,1,2,0,0,0,0,0,1,1,0,1,0,1
436,19,3,1,1,7,1,1,2,1,0,1,0,0,0,0,1,0,1,0,1
437,17,1,4,1,9,3,3,4,4,0,0,0,0,0,1,1,0,0,0,1
438,18,2,3,1,9,2,3,3,3,1,0,1,1,0,0,1,1,0,1,1
439,17,1,3,1,9,3,4,4,4,0,0,0,0,0,1,1,0,1,0,1
440,17,1,3,1,9,3,4,4,4,0,0,0,0,0,1,1,0,0,0,1
441,18,4,3,1,8,3,2,2,2,0,0,0,0,0,1,1,0,1,0,1
442,18,2,3,1,9,2,2,2,2,1,0,0,0,0,0,0,0,1,0,1
443,19,2,3,2,9,2,2,2,2,1,0,0,0,0,0,1,0,1,0,1
444,18,2,4,1,8,2,1,1,1,0,1,0,0,0,0,1,0,1,0,1
445,18,2,3,2,9,3,2,3,3,1,0,0,0,0,0,1,0,1,0,1
446,18,3,3,4,8688120337,2,2,1,1,0,0,0,0,0,1,1,0,1,1,1
447,18,2,2,2,11,2,2,1,1,1,0,0,0,0,0,1,1,1,0,1
448,19,3,1,2,8,1,2,3,2,0,1,0,0,0,0,1,1,1,1,1
449,21,2,3,1,9,2,2,2,2,1,0,0,0,0,0,0,0,1,0,1
450,20,3,3,3,1,3,2,4,3,0,1,0,0,0,0,1,0,1,1,1
451,18,2,3,2,7,1,1,3,1,0,0,0,0,0,1,1,0,0,0,0
452,18,1,1,1,9,1,1,2,1,0,1,0,0,0,0,1,0,0,1,1
453,17,3,1,4,8,2,2,2,1,1,0,0,0,0,0,0,1,1,0,1
454,19,3,2,1,8,3,4,3,3,1,0,0,0,0,0,1,0,1,1,1
455,19,3,4,2,6,2,2,2,2,0,0,0,0,0,1,1,0,1,0,1
456,19,3,1,1,8,3,3,4,3,0,1,0,0,0,0,1,0,1,1,1
457,19,3,2,1,8,3,4,4,3,1,0,0,0,0,0,1,0,1,1,1
458,20,2,3,1,8,2,3,2,3,0,0,0,0,0,1,0,0,0,0,1
459,18,2,2,1,8,2,2,3,3,0,0,1,0,0,0,1,0,1,1,1
460,19,3,3,1,7,2,2,2,1,1,0,0,0,0,0,1,0,1,0,1
461,19,2,5,1,8,3,3,2,1,0,0,0,0,0,1,0,0,1,0,0
462,17,2,1,2,8,1,2,3,1,0,0,1,0,0,0,1,1,1,0,0
463,18,2,3,1,8,5,5,3,2,1,0,0,0,0,0,1,0,0,0,1
464,18,1,3,3,8,1,3,2,2,1,0,0,0,0,0,1,1,0,0,1
465,19,1,3,2,8,2,3,3,3,0,0,0,0,0,1,1,0,0,0,0
466,18,1,3,1,8,1,3,2,1,1,0,0,0,0,0,1,0,0,0,1
467,18,1,3,1,8,2,2,2,1,1,0,0,0,0,0,1,0,0,1,1
468,18,3,3,1,8,4,3,4,4,0,0,0,0,0,1,1,0,0,0,1
469,19,2,3,3,8,3,4,2,3,0,0,0,1,0,0,0,0,1,0,1
470,19,3,3,1,7,3,3,3,3,1,1,0,0,0,0,1,1,1,1,0
471,19,2,5,3,5,1,1,2,1,0,0,0,0,0,1,0,0,1,0,1
472,18,2,1,1,8,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1
473,19,4,1,1,8,2,2,3,1,0,0,0,1,0,0,1,0,1,1,1
474,18,3,5,1,8,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1
475,18,1,2,1,8,2,3,1,3,1,0,0,0,0,0,1,0,0,1,1
476,19,3,4,1,7,2,1,1,1,0,0,0,0,0,1,0,0,1,0,0
477,18,3,1,1,10,2,2,3,1,0,1,0,0,0,0,1,0,1,0,0
478,19,3,3,1,7,3,3,2,3,0,0,1,0,0,0,1,0,1,0,0
479,20,2,5,1,6,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1
480,19,2,5,1,6,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1
481,19,4,2,1,6,1,1,3,3,1,1,1,1,0,0,1,1,1,0,1
482,19,2,5,3,8,2,1,4,3,0,1,0,0,0,0,1,1,1,0,1
483,18,2,3,1,8,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1
484,19,1,3,1,8,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1
485,18,2,4,1,8,3,2,4,3,0,0,0,0,0,1,1,0,0,0,1
486,18,4,1,2,7,3,3,2,5,1,1,1,1,1,0,1,1,1,1,1
487,19,2,1,1,8,3,3,3,2,0,1,0,0,0,0,1,0,1,0,1
488,19,3,1,1,8,3,3,3,2,0,1,0,0,0,0,1,0,1,0,1
489,19,2,4,2,8,3,3,3,3,1,1,0,0,0,0,1,1,1,0,1
490,18,2,1,1,9,1,1,2,1,1,0,0,0,0,0,1,0,0,1,1
491,20,1,1,2,8,2,2,3,1,0,0,0,0,0,1,1,0,0,1,1
492,20,1,1,2,8,2,2,3,1,1,1,0,0,0,0,1,0,0,1,1
493,20,1,1,2,8,2,2,3,1,0,0,0,0,0,1,1,0,0,1,1
494,20,1,1,2,8,2,2,1,1,1,0,1,0,0,0,1,0,0,1,1
495,20,1,1,2,8,2,1,1,1,0,0,0,0,1,0,1,0,0,1,1
496,20,1,1,2,8,2,2,3,1,0,0,0,0,0,1,1,0,0,1,1
497,19,2,1,1,8,3,2,2,3,1,0,0,0,0,0,1,1,1,0,1
498,19,2,1,1,9,3,2,2,3,1,0,0,0,0,0,1,1,1,0,1
499,19,2,3,1,8,3,2,2,3,0,0,0,0,0,1,1,0,0,0,0
500,21,3,1,1,8,3,5,4,3,0,0,0,0,0,1,1,0,1,0,1
501,18,2,2,1,8,3,3,2,3,1,0,0,0,0,0,1,0,1,1,1
502,17,2,1,1,9,2,2,1,1,0,0,0,0,0,1,1,0,0,0,0
503,17,5,1,1,7,1,1,2,2,0,1,0,0,0,0,1,0,1,1,0
504,20,2,1,1,8,2,3,2,2,0,0,0,1,0,0,0,0,1,0,0
505,19,3,1,4,8,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0
506,17,2,1,3,8,2,2,2,1,0,0,0,0,0,1,1,0,1,0,0
507,19,2,3,3,7,3,3,1,3,0,0,0,0,0,1,1,0,1,0,1
508,18,3,1,2,9,2,2,3,2,0,1,0,0,0,0,1,1,0,0,0
509,17,2,1,1,9,2,2,3,4,0,1,0,0,0,0,1,1,0,1,0
510,20,2,1,1,10,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1
511,18,1,3,1,7,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1
512,18,1,3,1,7,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1
513,19,2,2,2,8,1,2,4,2,0,0,0,1,0,0,1,0,1,0,1
514,20,1,4,1,12,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1
515,18,3,2,1,8,1,1,5,2,0,1,0,1,0,0,1,1,1,0,1
516,19,3,1,1,6,3,3,3,3,1,1,1,0,0,0,0,1,1,0,1
517,20,4,5,3,6,3,3,2,2,0,0,0,0,0,1,0,0,1,0,1
518,19,2,2,1,7,2,2,1,1,0,0,0,0,0,1,1,0,1,0,1
519,19,3,1,1,8,2,3,1,1,0,1,0,0,0,0,1,0,0,0,1
520,19,2,5,1,7,1,3,4,5,0,1,0,0,0,0,1,1,0,0,1
521,18,2,3,3,8,1,4,1,1,0,1,0,0,0,0,1,0,0,0,1
522,19,3,4,3,6,2,2,3,3,0,0,0,1,0,0,0,0,0,0,1
523,19,2,4,2,6,2,3,3,3,0,0,0,1,0,0,0,0,1,0,1
524,19,2,2,1,10,3,3,3,3,1,0,0,0,0,0,1,0,1,1,1
525,19,3,1,1,8,2,3,2,2,0,0,0,0,0,1,1,0,0,1,1
526,18,2,3,1,8,1,2,1,3,0,1,0,0,0,0,1,1,1,0,0
527,19,2,2,1,8,1,1,2,3,1,0,0,0,0,0,1,1,0,0,0
528,18,2,3,4,8,2,3,1,1,0,0,0,0,0,1,0,0,0,0,1
529,20,2,3,1,8,3,3,3,3,0,0,0,0,0,1,0,1,1,0,1
530,18,2,3,4,5,3,3,3,2,0,0,0,1,0,0,0,1,1,0,1
531,19,3,1,1,8,2,3,2,2,1,0,0,0,0,0,1,0,1,0,1
532,19,3,5,1,9,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0
533,18,3,2,2,7,2,2,2,3,1,0,0,0,0,0,1,0,1,0,1
534,18,2,3,2,7,2,1,1,1,0,0,0,0,0,1,1,0,0,0,1
535,18,1,3,2,7,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1
536,20,4,3,1,7,1,1,2,2,0,1,0,0,0,0,1,0,1,0,1
537,19,2,1,1,7,2,2,2,2,0,1,0,0,0,0,1,0,1,0,1
538,17,2,3,1,8,1,1,1,2,0,0,0,0,0,1,1,0,0,0,1
539,17,2,2,1,6,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0
540,18,2,3,1,8,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1
541,20,3,1,3,8,3,3,3,3,1,1,0,0,0,0,1,1,1,1,1
542,20,3,1,3,8,3,3,3,3,1,0,0,0,0,0,1,1,1,1,1
543,19,1,2,1,7,1,2,3,3,0,0,0,0,0,1,1,0,1,1,0
544,19,1,1,1,8,1,1,1,2,0,0,0,0,0,1,1,1,0,0,0
545,18,3,1,3,7,3,2,1,2,0,0,0,0,0,1,1,0,1,1,0
546,18,2,3,4,10,1,1,5,5,0,0,0,0,0,1,0,1,0,0,1
547,17,3,1,2,8,2,2,2,2,0,1,0,0,0,0,1,0,1,1,1
548,19,3,2,3,8,2,2,2,2,0,0,0,0,0,1,0,0,1,0,1
549,20,4,3,4,8,3,2,3,2,0,0,0,0,0,1,0,0,0,0,1
550,20,3,4,2,4,3,3,5,4,1,0,1,0,1,0,0,1,1,1,1
551,19,4,4,2,6,3,3,3,2,0,0,1,0,0,0,0,1,1,0,1
552,19,3,2,1,5,2,2,2,3,1,0,0,0,0,0,1,0,1,1,0
553,20,4,3,2,6,4,1,3,3,0,1,0,0,0,0,1,1,1,1,1
554,20,3,2,1,7,4,3,4,3,0,1,0,0,0,0,0,1,1,1,1
555,20,3,1,1,5,3,2,2,2,1,0,0,0,0,0,0,1,1,1,1
556,21,2,4,1,6,3,3,3,3,0,0,0,0,1,0,0,1,1,0,1
557,21,4,4,3,7,3,3,3,4,0,1,1,1,0,0,0,1,1,0,1
558,19,4,3,1,6,1,3,3,3,0,0,0,1,0,0,0,0,1,0,1
559,19,4,5,1,7,4,4,5,4,1,0,0,0,0,0,0,1,1,1,1
560,20,3,4,1,6,2,3,3,3,0,0,0,0,0,1,0,0,1,0,1
561,19,4,5,1,6,2,1,1,1,0,0,0,1,0,0,1,1,1,0,0
562,20,4,2,1,6,3,1,3,3,1,0,1,1,0,0,1,1,0,0,1
563,21,5,5,4,24,5,5,5,5,1,1,1,1,1,0,1,1,1,1,1
564,20,5,4,1,8,3,1,2,4,0,0,0,0,0,1,0,0,1,0,0
565,20,2,3,2,5,3,3,1,4,0,0,0,0,0,1,0,0,1,0,1
566,20,3,4,3,4,2,1,1,1,0,1,1,0,0,0,0,0,1,0,1
567,20,3,3,1,7,2,2,2,2,0,1,0,0,0,0,0,0,1,1,1
568,20,3,4,1,8,3,2,1,3,1,0,0,0,0,0,0,0,1,0,0
569,20,4,3,4,6,3,3,1,2,0,1,0,1,0,0,0,1,1,0,1
570,20,4,5,4,5,4,3,5,3,0,0,1,0,1,0,0,0,1,0,1
571,19,3,4,1,9,1,3,1,2,1,1,0,1,0,0,1,1,1,0,0
572,17,3,4,2,6,2,1,1,3,1,0,1,1,0,0,1,1,1,0,1
573,17,4,2,3,5,4,2,4,2,1,1,1,0,1,0,0,1,1,1,1
574,17,4,2,1,7,3,2,4,3,1,0,0,0,0,0,1,1,1,1,1
575,18,3,3,1,5,1,1,2,1,1,1,0,1,0,0,1,1,0,0,1
576,17,3,3,1,7,2,1,2,1,0,0,0,0,0,1,0,0,1,0,0
577,18,2,5,2,6,2,3,5,1,0,0,1,0,0,0,0,1,1,1,0
578,18,3,1,1,7,3,3,3,2,0,1,0,1,0,0,1,1,1,1,1
579,19,3,5,2,5,3,2,3,3,0,0,0,0,0,1,0,0,1,1,1
580,18,2,3,1,5,2,2,2,1,0,0,0,0,0,1,0,0,0,0,1
581,17,2,1,1,6,2,2,3,2,0,0,0,1,0,0,1,0,1,0,1
582,17,3,2,1,8,2,2,1,1,0,1,0,0,0,0,1,0,1,0,0
583,17,3,5,1,8,3,3,3,3,1,0,0,1,0,0,0,0,1,1,0
584,17,2,2,2,2,2,3,2,2,1,1,0,0,0,0,0,0,0,0,0
585,17,2,2,2,5,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
586,18,3,4,1,6,3,2,1,3,0,0,0,1,0,0,0,0,0,0,0
587,17,3,4,1,6,3,2,2,2,0,1,0,0,0,0,0,0,1,1,1
588,18,4,4,2,7,2,3,3,2,0,1,0,0,0,0,0,1,1,1,1
589,17,2,4,4,7,3,2,5,2,0,0,1,0,0,0,0,1,1,1,1
590,17,3,3,1,8,4,3,3,3,0,1,0,1,0,0,0,1,1,1,1
591,17,5,4,4,5,4,3,3,4,0,0,0,0,0,1,0,0,1,1,1
592,18,2,5,3,6,3,2,1,2,0,0,0,0,0,1,0,0,1,0,0
593,18,2,4,1,6,3,2,3,2,0,0,0,0,0,1,0,0,1,1,0
594,17,3,1,1,5,3,1,2,1,0,1,0,0,0,0,1,0,1,1,0
595,18,4,3,1,7,3,2,5,4,1,1,1,0,0,0,1,1,1,0,1
596,17,4,2,2,6,3,3,3,3,1,1,0,0,0,0,1,0,1,0,1
597,17,4,2,1,7,4,3,4,3,0,0,1,0,0,0,0,1,1,0,1
598,17,3,2,2,4,3,3,3,3,1,1,1,1,0,0,0,1,1,1,0
599,18,4,1,2,7,4,5,1,1,1,1,1,1,0,0,0,0,1,1,1
600,18,4,1,1,6,1,1,3,2,0,0,0,1,0,0,1,0,1,0,1
601,18,3,4,1,8,2,3,3,2,0,0,0,0,0,1,0,0,1,0,1
602,18,2,4,1,6,2,1,3,4,0,0,0,1,0,0,1,0,0,1,0
603,18,3,2,1,5,3,3,4,4,1,1,1,0,0,0,0,1,1,0,1
604,19,3,2,2,6,3,1,2,5,0,1,0,1,1,0,1,1,1,1,1
605,19,3,5,1,7,1,2,2,2,0,0,0,0,0,1,0,0,0,0,1
606,18,3,1,1,6,3,1,4,2,0,1,1,0,0,0,1,1,1,1,1
607,19,3,2,1,5,4,4,4,4,0,0,1,0,0,0,0,1,1,1,0
608,20,5,2,1,6,2,2,2,3,0,0,0,1,0,0,1,0,1,1,1
609,18,4,3,2,5,4,4,2,4,0,0,0,0,0,1,1,0,1,0,1
610,18,3,3,2,7,3,3,2,4,1,1,1,1,0,0,1,1,1,1,1
611,19,3,2,1,5,3,2,1,2,0,0,0,0,0,1,1,1,1,0,0
612,19,4,5,1,6,3,3,3,3,0,1,1,1,0,0,1,0,1,1,1
613,19,2,3,1,6,1,2,3,2,0,1,0,0,0,0,1,1,0,0,1
614,18,3,4,1,6,3,1,1,2,0,1,0,0,0,0,1,1,1,1,1
615,18,2,3,1,8,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0
616,19,3,3,3,6,4,3,3,3,0,1,1,1,0,0,1,1,1,1,1
617,18,5,1,1,6,3,2,3,3,0,0,0,0,0,1,0,1,1,0,1
618,19,5,5,4,6,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1
619,19,3,2,1,7,4,3,3,3,0,1,0,0,0,0,0,1,1,1,1
620,19,4,5,1,7,4,3,3,3,0,0,0,0,0,1,0,1,1,1,1
621,19,3,4,1,6,3,3,2,2,0,0,0,0,0,1,0,1,1,0,0
622,18,3,2,1,4,3,3,3,3,0,1,0,1,0,0,1,1,1,1,1
623,20,4,1,1,4,3,1,1,1,0,0,1,1,0,0,0,1,1,1,1
624,18,4,5,1,7,3,2,1,4,1,1,1,1,0,0,0,1,1,1,0
625,19,2,3,1,5,3,4,3,3,0,1,1,0,0,0,1,1,1,1,1
626,19,3,3,2,6,2,3,1,2,0,0,0,0,0,1,1,1,1,0,1
627,19,1,2,1,8,1,3,1,1,1,0,0,0,0,0,1,1,1,1,0
628,18,3,1,1,7,3,2,1,1,0,0,0,0,0,1,1,0,1,0,0
629,18,2,1,1,8,3,2,1,3,0,0,0,0,0,1,1,0,1,1,0
630,19,1,3,1,8,1,2,3,2,1,0,0,0,0,0,0,0,0,0,0
631,20,2,2,1,8,2,2,2,2,0,0,0,0,0,1,0,0,1,0,0
632,18,2,5,1,10,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1
633,19,2,1,2,8,2,4,2,2,1,0,0,0,0,0,0,0,0,0,1
634,20,5,3,3,9,3,3,3,3,1,1,0,1,0,0,0,1,1,1,1
635,18,2,5,3,5,3,3,3,3,0,0,0,1,0,0,0,1,1,1,1
636,19,2,3,1,6,1,2,1,3,0,1,0,0,0,0,1,1,0,0,1
637,18,2,4,4,8,2,2,1,3,0,0,0,0,0,1,0,1,1,0,0
638,18,3,1,1,9,2,2,2,3,0,0,0,1,0,0,1,1,0,0,0
639,19,4,3,3,8,2,2,2,3,0,0,0,0,0,1,0,0,0,1,1
640,17,2,3,2,8,2,1,2,3,0,0,0,0,0,1,1,0,0,0,0
641,18,2,5,2,9,1,1,3,5,0,0,0,0,0,1,0,1,0,0,1
642,18,2,4,1,9,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1
643,20,4,1,2,9,3,5,3,4,0,1,0,1,0,0,1,1,1,0,1
644,18,3,1,2,9,2,2,2,3,1,1,0,1,0,0,1,0,0,0,0
645,18,1,3,1,6,1,3,1,1,0,0,0,0,0,1,1,0,0,0,1
646,18,3,2,1,7,3,3,2,2,1,1,0,0,0,0,0,0,1,1,1
647,19,3,1,1,9,3,3,3,2,0,0,0,0,0,1,1,0,1,0,0
648,19,3,3,1,7,4,3,3,3,1,1,0,1,0,0,0,1,0,1,1
649,20,3,2,1,10,2,3,3,3,0,0,0,0,0,1,0,0,0,0,0
650,20,1,2,1,8,2,1,1,1,0,0,0,1,0,0,1,0,0,0,1
651,19,2,2,1,8,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0
652,21,4,3,1,6,3,4,1,3,0,0,0,0,0,1,1,1,1,1,1
653,19,2,1,1,8,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1
654,19,3,3,3,6,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1
